sdss_id,teff,logg,fe_h,mg_h,v_macro,snr
55818379,4294.01,4.6042,0.0365,0.0335,4.4075,520.72
55818414,5052.86,4.7965,-1.3823,-1.843,23.5858,283.29
55818540,5842.32,4.5369,0.1496,0.0295,4.599,198.0
55818545,5174.86,4.4156,-0.0555,0.0353,24.6396,152.41
55818767,6354.93,4.252,-0.3082,-0.3535,11.7741,642.73
55819040,5860.55,4.0079,-0.3592,-0.3032,6.8025,104.56
55819236,6528.85,4.817,-0.075,-0.3653,17.3724,284.15
55819269,5692.26,4.5535,-0.0371,-0.0233,5.4261,188.44
55819346,4176.01,4.86,0.1645,0.1663,3.1479,251.51
55819550,5637.0,4.5349,-0.0213,-0.0036,5.2255,243.74
55888729,4950.7,4.8471,0.1426,0.0993,5.5761,61.67
55888744,6211.33,4.2597,-0.4027,-0.4175,12.8118,133.61
55888811,6788.25,4.3172,-0.088,-0.2876,29.9962,299.79
55889165,5955.34,4.559,-0.0168,-0.1281,0.3094,98.05
55889551,4639.77,4.5917,0.0603,0.0769,4.1626,111.44
55889716,4166.78,4.4682,0.0768,0.0527,5.6689,113.78
55889735,4830.98,4.6065,0.0698,0.1388,5.9,107.59
55889754,5018.57,4.5198,-0.2851,-0.0072,1.9274,109.26
55889757,4271.68,4.7366,-0.0648,-0.0274,2.7621,137.68
55892424,5674.9,4.1299,-0.2591,-0.2004,3.3178,193.56
55892866,5791.74,4.32,-0.242,-0.2547,3.3834,189.32
55892890,4930.13,4.734,-0.0448,-0.0698,3.3604,177.23
55892898,4732.07,4.5995,-0.2461,-0.1371,0.2785,99.21
55893077,4958.45,4.6149,0.186,0.1361,3.0477,104.89
55893131,4498.65,4.4756,0.0939,0.1249,5.8436,62.44
55893153,5714.95,4.5004,0.1117,0.1608,2.054,180.0
55893167,4010.19,4.9435,-0.0532,-0.0935,2.9478,143.73
55893188,5973.2,4.571,0.0417,-0.0478,3.2825,113.75
55893192,6347.0,4.0455,-0.2547,-0.3428,7.5786,99.15
55893227,4603.85,4.6152,0.2026,0.2179,2.9364,105.45
55893243,5387.4,4.6369,-0.0492,0.0021,0.7604,64.38
55893254,5783.16,4.4091,-0.5006,-0.2118,1.2331,107.26
55893264,5923.35,4.425,0.0662,-0.0274,2.4721,147.22
55893507,5878.47,4.3981,-0.3152,-0.3067,2.8612,313.38
55893557,4738.82,4.5483,-0.1938,-0.1996,9.9937,124.9
55893572,5835.15,4.1666,0.002,0.0105,0.2303,98.73
55893876,5802.7,4.401,0.1502,0.1297,1.1905,215.21
55893911,4909.0,4.732,-0.1167,-0.0948,5.1412,137.64
55893920,4495.72,4.5535,-0.1698,-0.151,9.2896,107.61
55893954,4844.7,4.9101,0.0461,0.0206,5.6474,81.06
55894032,5879.51,4.5352,-0.0279,-0.0554,5.1086,112.43
55894065,4712.68,4.6852,-0.4068,-0.2214,6.5079,91.69
55894093,4932.91,4.7352,0.0531,0.0697,6.4099,108.18
55894132,4290.61,4.6712,-0.0475,-0.1272,3.397,140.48
55894142,4999.66,4.6707,0.0657,0.089,0.9806,95.82
55894148,4108.2,4.715,-0.1324,-0.0906,0.2157,182.41
55894160,5807.72,4.2536,-0.3306,-0.3303,4.3641,137.37
55894175,4898.06,4.6579,-0.109,-0.0916,0.9798,171.22
55894183,4788.07,4.787,-0.3901,-0.1549,6.8359,121.93
55894187,4680.53,4.8138,0.0867,-0.0008,4.5447,122.66
55894227,4503.76,4.6296,0.2294,0.2362,2.8908,123.9
55894252,5691.43,4.6261,-0.0283,0.0474,0.1139,60.08
55894273,4742.86,4.8354,-0.4512,-0.3337,3.8041,409.85
55894309,5435.45,4.4748,-0.1077,-0.0491,5.5951,126.63
55894374,4930.29,4.5388,-0.0065,0.1231,4.5304,161.75
55894391,4125.73,4.4414,-0.1293,-0.0469,5.744,162.33
55894428,4446.84,4.5703,-0.0986,-0.04,1.9129,159.51
55894547,6317.39,4.397,-0.0653,-0.1679,8.6363,122.07
55894621,4352.68,4.8196,-0.2079,-0.2223,0.2071,141.72
55894641,5093.62,4.7153,0.0781,0.0714,3.4858,191.79
55894649,6144.54,4.2482,-0.0315,-0.2358,18.7861,469.79
55894653,4232.9,4.7346,0.3022,0.292,3.239,191.48
55894660,4106.62,4.2842,0.0629,0.113,5.7398,90.46
55894700,5553.62,4.1126,0.0711,-0.0973,2.9745,284.1
55894765,5007.71,4.6514,-0.1207,0.1724,4.9401,90.96
55894794,5390.84,4.6442,0.1216,0.1491,4.2577,142.03
55894837,5974.25,4.4188,0.0717,-0.0119,3.8575,331.1
55894882,5538.19,4.6001,0.1728,0.188,7.5279,374.58
55894891,4717.7,4.565,0.1601,0.2862,2.8721,142.67
55894901,5106.36,4.5785,-0.188,0.0024,3.3327,143.83
55894939,4791.16,4.7325,-0.1748,-0.0995,2.5319,152.12
55894987,4308.1,4.5727,-0.0628,-0.081,5.1668,210.34
55895056,6141.01,4.0027,-0.1169,-0.1781,9.3837,108.51
55895112,5266.14,4.7094,0.0342,0.0332,9.1973,197.22
55895124,6119.31,4.0575,-0.099,-0.1797,10.9689,149.59
55895246,5848.82,4.4158,-0.4678,-0.3679,1.0468,108.5
55895308,5957.55,4.6653,-0.1246,-0.1868,19.6272,168.17
55895376,5174.41,4.6987,0.0569,0.0702,4.9289,148.21
55895384,5339.53,4.7447,-0.1167,-0.087,1.9687,184.85
55895407,4416.05,4.6696,-0.0278,0.0524,2.9733,129.45
55895411,4804.49,4.7718,-0.1059,-0.0461,2.7935,138.05
55895421,6199.4,4.1948,-0.1326,-0.2223,9.709,577.75
55895422,5907.73,4.2962,-0.4145,-0.1494,2.2809,126.0
55895425,5741.73,4.2891,-0.4151,-0.3734,4.8983,163.23
55895433,4449.38,4.6103,-0.0794,-0.0569,3.0459,96.26
55895472,4249.72,4.8264,0.0851,0.0262,2.4351,101.52
55895474,4899.68,4.6067,0.1649,0.2045,1.8612,104.63
55895571,5127.49,4.492,-0.2528,-0.1313,4.6519,103.68
55895588,4995.76,4.8105,0.0306,0.218,4.1581,96.26
55895597,5282.41,4.6847,0.2625,0.1943,4.8234,169.35
55895619,5655.42,4.3983,0.0549,-0.0055,2.3809,87.99
55895622,4824.12,4.6366,-0.202,-0.115,1.9239,138.97
55895636,4010.02,5.2284,0.4745,0.389,6.9507,185.7
55895642,5977.78,4.0594,-0.1941,-0.3159,9.8843,180.04
55895662,4889.64,4.4909,0.1375,0.2001,2.1126,72.71
55895718,4954.93,4.5788,0.0743,0.1557,0.7945,115.49
55895723,4940.73,4.7054,-0.0588,-0.0616,4.9931,142.86
55895724,5492.16,4.3241,-0.6492,-0.4306,7.5817,100.15
55895732,5861.01,4.5054,-0.0101,-0.0963,2.8165,289.41
55895745,5666.3,4.5294,-0.1036,-0.0858,2.3315,112.85
55895753,5573.16,4.1803,0.1308,-0.0153,3.9623,76.94
55895789,5970.06,4.4733,0.1502,0.1195,2.1794,95.23
55895801,5493.18,4.6171,-0.1364,-0.0866,1.2485,104.04
55895814,5694.84,4.4304,0.2393,0.1604,1.089,212.9
55895821,4963.09,4.7349,-0.2495,-0.1853,29.9623,61.6
55895830,5446.18,4.513,-0.4796,-0.2343,1.9051,292.15
55895874,6509.53,4.2994,-0.1169,-0.3425,29.9387,400.91
55895877,5385.79,4.4567,-0.1981,-0.2265,1.0505,62.15
55895879,5671.14,4.1952,-0.726,-0.4124,3.0033,104.23
55895882,6138.91,4.1454,0.0102,-0.1169,8.0965,139.36
55895921,5210.07,4.5921,-0.0618,0.0713,2.3111,104.39
55895999,4251.83,4.5271,0.1194,0.179,2.7893,81.04
55896006,4281.9,4.495,0.1305,0.1333,1.4641,121.44
55896061,4989.07,4.4312,-0.2773,-0.1854,14.8003,61.83
55896081,5891.62,3.9915,-0.635,-0.4762,7.0773,135.8
55896088,4470.91,4.6683,-0.0601,0.0258,1.921,133.17
55896089,5046.51,4.6508,0.0244,-0.0498,4.2606,179.13
55896102,5723.24,4.4169,-0.2461,-0.3041,2.385,74.55
55896113,4492.89,4.533,-0.244,-0.1856,0.5861,77.11
55896133,5352.74,4.4327,-0.6638,-0.3347,1.664,93.29
55896149,4081.66,4.5472,0.2255,0.2664,3.3067,145.67
55896158,4146.38,4.7771,-0.0496,-0.084,3.5364,105.51
55896163,4600.82,4.5502,0.1293,0.1515,4.6406,152.15
55896179,4928.54,4.5143,-0.1207,-0.0129,3.0204,237.47
55896184,4011.87,4.5073,-0.3913,-0.246,5.9495,181.02
55896192,4285.61,4.5488,0.3174,0.3112,1.5898,137.69
55896201,5506.37,4.6342,-0.1408,-0.1925,6.096,408.09
55896213,4764.78,4.7319,-0.1861,-0.0309,2.1127,100.05
55896249,4112.2,4.8479,-0.127,0.2451,0.1324,111.15
55896251,4819.85,4.5541,0.0016,0.0359,5.8687,100.08
55896276,5680.17,4.1933,0.1802,0.0682,4.9017,169.14
55896306,4534.85,4.5512,-0.3592,-0.2209,8.9504,75.02
55896362,4302.75,4.4464,-0.0363,-0.0206,4.2311,79.61
55896371,4498.55,4.6427,-0.2466,-0.1197,5.1945,115.36
55896379,5192.19,4.4624,-0.1377,-0.1051,3.8151,127.31
55896409,4041.52,4.5904,0.209,0.2465,4.0507,129.37
55896412,5209.09,4.5652,0.0275,0.1021,3.7384,106.62
55896463,4936.39,4.6649,0.2059,0.2454,3.5486,257.75
55896538,5193.7,4.5159,-0.0133,0.013,0.166,226.81
55896546,6056.26,4.2445,-0.0399,-0.1536,6.1935,135.03
55896548,6082.97,4.2497,-0.1615,-0.2054,7.5226,124.8
55896553,5990.22,4.3782,-0.1275,-0.2444,6.1141,103.01
55896560,6034.21,4.1736,-0.1209,-0.1369,6.6332,129.99
55896563,6062.0,4.2077,-0.0327,-0.1643,6.8094,123.09
55896564,4841.86,4.5098,-0.028,0.06,29.9974,99.99
55896565,5027.49,4.4303,-0.1982,-0.0312,6.3431,118.23
55896599,4386.41,4.6106,0.0448,0.0692,3.9751,145.44
55896608,4193.32,4.9185,0.4003,0.3229,0.1656,100.11
55896609,4851.57,4.5716,0.0299,0.1394,2.0542,186.31
55896620,5116.08,4.5717,0.0198,0.0059,2.5288,218.67
55896623,5015.6,4.7515,0.0959,0.1995,5.1163,104.55
55896624,4899.85,4.7613,-0.2802,-0.2654,11.0697,160.49
55896627,6052.68,4.3627,-0.1281,-0.3108,8.8193,122.29
55896635,4874.82,4.6679,0.1368,0.1717,2.1629,123.13
55896659,5449.25,4.3901,-0.6085,-0.4494,6.1016,64.25
55896664,4244.18,4.4177,-0.0333,-0.0308,3.9472,76.99
55896679,4742.13,4.4913,-0.1658,-0.0295,6.5459,150.83
55896684,5964.85,4.0689,-0.1725,-0.3081,6.947,132.48
55896689,5703.14,4.3831,-0.1872,-0.179,3.2039,432.81
55896698,6132.88,4.1427,-0.6733,-0.5659,4.9173,143.56
55896716,6242.71,4.2209,0.0539,-0.1093,14.3279,217.3
55896731,6861.62,4.5729,-0.0057,-0.1916,29.9968,868.34
55896735,4717.41,4.6702,-0.3444,-0.2828,17.4215,173.81
55896747,5063.22,4.5042,-0.0067,-0.0351,4.2979,196.44
55896756,5264.37,4.5625,-0.1692,-0.0754,4.6567,148.62
55896759,5125.05,4.5276,0.0479,0.0643,3.6633,217.97
55896770,4683.04,4.6391,0.0109,0.054,2.2265,170.93
55896772,4677.6,4.5487,-0.0229,0.0401,3.4457,167.32
55896775,4112.36,4.252,-0.1708,-0.1966,6.97,140.29
55896779,4262.46,4.9982,-0.3342,-0.3704,4.4338,90.07
55896781,4769.97,4.5445,-0.0306,-0.0605,0.2246,181.54
55896805,4753.57,4.5933,-0.0523,-0.0368,1.2293,163.41
55896807,4024.3,4.2642,-0.1162,-0.1815,3.4278,132.67
55896810,4792.33,4.8111,-0.1207,-0.0525,1.8634,135.94
55896814,4174.9,4.5838,0.1305,-0.0576,1.2967,129.23
55896817,5029.41,4.5822,-0.0628,0.0057,3.7042,193.29
55896822,4837.31,4.6903,-0.3032,-0.2156,2.0936,123.15
55896855,4113.12,4.7356,0.1755,0.206,1.976,74.72
55896877,4725.66,4.4741,-0.037,-0.0089,7.2425,140.05
55896895,4552.57,4.6157,-0.2413,-0.2103,9.0314,104.81
55896934,5439.83,4.7783,0.0396,0.0332,6.907,76.42
55896959,5188.53,4.668,0.3374,0.3243,0.993,144.53
55896972,6169.77,4.1073,-0.4487,-0.3171,1.6427,93.56
55897006,4492.97,4.7716,0.128,0.0877,0.129,98.14
55897053,4861.82,4.2875,-0.2649,-0.0972,7.5686,86.41
55897061,5555.9,4.4081,-0.1898,-0.2133,1.7643,815.2
55897150,5370.37,4.6187,0.1615,0.2104,1.114,352.25
55897168,5213.3,4.3305,0.055,0.1227,4.469,97.05
55897226,4827.88,4.9039,0.1165,0.179,3.3704,88.93
55897238,5178.59,4.6701,0.0202,0.0304,0.4724,209.62
55897243,4853.44,4.643,0.0773,0.1251,2.7413,174.37
55897251,5235.7,4.4733,-0.0417,-0.024,6.3519,74.65
55897253,4579.53,4.6126,0.0199,0.0187,1.5279,77.73
55897259,5037.35,4.6324,-0.3042,-0.1292,3.4859,119.33
55897260,4375.44,4.6675,-0.0491,-0.0897,4.6874,140.11
55897261,6012.43,4.1125,-0.126,-0.1335,4.4432,183.56
55897264,4971.82,4.6112,-0.0425,-0.0866,0.4858,199.01
55897282,4438.21,4.5755,-0.2889,-0.2537,11.7064,184.31
55897298,4443.27,4.8014,0.0554,-0.1006,0.4297,126.15
55897299,5147.34,4.7063,-0.0235,0.012,0.1635,178.47
55897308,5112.48,3.9407,-0.3093,-0.2157,21.2198,81.81
55897320,6215.99,4.2957,-0.4009,-0.4402,9.585,507.99
55897347,5789.43,4.5622,-0.0632,-0.0785,2.4123,289.49
55897365,5887.44,4.0922,-0.4207,-0.4307,5.1485,136.33
55897404,6346.3,4.123,-0.0478,-0.1978,20.8486,631.54
55897422,4693.92,4.7329,-0.1996,-0.15,4.0816,449.16
55897461,5403.34,4.6141,-0.0394,-0.0715,6.661,130.45
55897464,7058.49,4.5342,0.0369,-0.2999,29.9974,808.61
55900808,4176.73,4.7298,0.1229,0.1127,1.2487,144.73
55900861,4560.09,4.8497,-0.0581,-0.0912,5.3018,100.7
55900898,4781.0,4.7045,0.141,0.1821,5.2795,110.42
55901709,4205.78,4.6253,-0.2712,-0.3063,29.9558,77.97
55904669,4787.1,4.9482,-0.8657,-1.3482,19.6757,125.11
55905334,5964.58,4.1831,-0.2669,-0.2051,5.4544,131.13
55905346,5282.03,4.5615,-0.6076,-0.1113,0.1859,61.39
55905391,4777.27,4.8211,-0.0967,-0.1162,0.8615,76.76
55905473,5978.54,4.4787,-0.1955,-0.3,10.3234,260.23
55905507,5879.03,4.2664,0.1472,0.1554,1.0199,96.79
55905548,5246.87,4.661,0.0269,0.0518,6.686,69.56
55905597,4992.31,4.6152,-0.038,0.0559,4.8077,61.35
55905642,4844.5,4.7028,-0.1179,-0.0685,3.2841,99.02
55905926,4838.06,4.6863,0.1934,0.2286,5.0612,77.07
55906606,4649.81,4.6516,0.0727,0.0981,4.9242,61.69
55906634,4002.49,4.7234,-0.515,-0.5405,3.3034,107.7
55906668,5203.27,4.0349,0.2779,0.306,5.664,111.88
55906798,4700.48,4.7378,-0.2662,-0.2347,0.2,121.35
55906833,4068.66,4.6165,0.0376,-0.0064,3.9269,76.96
55907157,4125.55,4.4905,0.0615,0.006,1.89,80.22
55907381,4457.49,4.662,0.18,0.1221,2.313,101.16
55907750,4124.52,4.783,-0.7416,-0.8448,6.1937,332.58
55907854,4178.86,4.7003,0.0252,-0.0264,1.7909,76.67
55907923,4534.17,4.7391,-0.1273,-0.1638,1.8964,126.34
55908095,4555.15,4.7791,-0.8856,-1.037,23.6822,77.77
55908248,4670.15,4.5991,-0.3192,-0.1747,0.1053,127.43
55908376,4651.14,4.5118,-0.0823,-0.0142,1.298,62.84
55908469,4428.68,4.6467,-0.0072,-0.0299,6.5034,153.28
55908555,4762.46,4.4321,0.241,0.3053,4.0033,92.38
55908817,4972.34,4.676,0.0223,0.0073,2.6262,86.83
55909227,4096.09,4.6469,0.0313,0.024,3.0421,235.51
55909229,4283.19,4.7296,0.2189,0.1395,4.1335,135.3
55909345,4838.51,4.6439,0.0748,0.1613,7.7321,110.22
55909427,4833.56,4.6878,0.071,0.085,5.6723,169.76
55909513,4198.99,4.8699,0.2245,0.1505,1.0016,129.43
55909805,4428.4,4.7065,-0.1655,-0.1564,4.6179,216.96
55909906,4144.15,4.4518,0.0954,0.1017,7.9613,167.48
55909984,4412.82,4.6751,-0.1081,-0.088,3.9809,126.15
55910295,4791.2,4.6682,-0.0276,0.0071,6.9423,303.16
55910382,4222.71,4.6923,0.1809,0.2052,0.6922,90.83
55910396,5115.84,4.9704,-1.2586,-1.3566,19.1908,74.43
55910400,4167.68,4.7187,0.1846,0.1058,4.3105,74.1
55910718,4088.92,4.8034,0.1909,0.0944,2.008,81.26
55910748,4452.01,4.7157,-0.0016,-0.0369,5.6292,72.6
55910826,6102.54,4.6517,-0.0651,-0.1007,29.9914,102.64
55910837,3963.01,4.6601,-0.4828,-0.4877,4.0772,82.24
55910950,5393.72,4.8216,0.0619,0.0628,0.9591,84.56
55910958,5922.0,4.6525,0.3501,0.3107,1.3814,249.97
55910977,5778.22,4.4434,-0.1432,-0.1496,5.5788,129.76
55911016,5036.55,4.7459,0.0108,0.0765,6.1095,127.37
55911025,4913.65,4.7225,-0.0052,-0.0307,6.5564,92.27
55911394,4935.99,4.6481,-0.2412,-0.1182,4.8449,79.46
55911403,4721.42,4.7855,0.0399,0.0425,3.85,103.34
55911595,4158.57,4.6529,0.0634,0.2085,0.1106,129.8
55911662,5426.65,4.565,0.0513,0.0121,5.3597,100.47
55911665,5471.14,4.8106,0.291,0.1896,5.1285,67.29
55911721,5023.12,4.4254,-0.0002,-0.0143,17.4664,71.97
55911798,5759.4,4.4443,-0.3943,-0.3406,2.9087,94.68
55911826,5345.31,4.634,-0.0841,0.0893,3.1815,96.61
55911836,4642.83,4.6287,-0.0921,0.0101,0.7991,91.4
55911929,4945.25,4.754,0.1156,0.0884,6.9391,113.33
55911989,5205.67,4.5608,0.1813,0.1546,3.7625,63.88
55912010,6078.92,4.636,0.0879,-0.0223,4.0248,94.44
55912056,5521.01,4.4191,0.2102,0.1902,0.1117,92.05
55912075,4731.12,4.5305,0.0736,0.086,5.5043,61.5
55912113,4746.56,4.5582,-0.1977,-0.0727,0.9351,82.76
55912166,4307.68,4.5758,0.3426,0.3722,1.5296,91.33
55912209,4025.41,4.2298,0.0414,-0.0663,2.3411,60.92
55912220,5854.18,4.3406,-0.2549,-0.2262,1.8063,190.21
55912303,5172.54,4.488,0.0566,0.082,1.2327,79.4
55912340,6127.18,4.2317,0.1693,-0.0379,14.1216,178.04
55912463,5492.19,4.1045,-0.6526,-0.5338,26.391,153.22
55912549,6321.31,4.1568,-0.2964,-0.3332,8.6925,719.44
55912579,5616.03,4.2509,0.0814,0.0433,4.771,167.92
55912583,6365.28,4.3188,-0.0539,-0.1091,8.3191,195.94
55912693,4413.23,4.6519,-0.0317,0.0768,3.0349,90.62
55912833,4797.92,4.6914,-0.0712,0.0471,4.6549,78.49
55912868,4123.57,4.7107,-0.3817,-0.4253,6.432,81.73
55912976,4290.03,4.7944,-0.4056,-0.5148,5.1429,101.88
55913288,4246.12,4.9976,-0.7335,-0.8503,6.6988,96.04
55913301,4736.88,4.8062,-0.1243,-0.0976,4.5872,104.11
55913559,4220.69,4.3184,-0.1211,-0.0238,8.8863,101.77
55913644,6197.92,4.3468,-0.2362,-0.3135,24.5792,481.58
55913681,5563.71,4.0215,-0.8042,-0.3976,0.6005,113.69
55913873,5245.48,4.7798,0.0026,-0.0262,4.3958,103.64
55913881,5246.07,4.4873,0.1101,0.1449,5.7356,86.29
55913923,5952.05,4.6371,-0.0127,-0.1645,4.1632,97.51
55913932,4100.2,4.627,0.0613,0.1523,1.9111,77.41
55913960,4642.62,4.7517,-0.1031,-0.0092,0.1727,72.46
55913992,7483.28,4.5997,-0.1871,-0.5105,29.9958,251.15
55914333,4474.66,4.5523,-0.0299,-0.0231,29.9974,79.86
55914397,4377.21,4.7188,-0.0655,-0.0777,5.1024,242.53
55914422,5214.0,4.6523,-0.1678,-0.094,7.0078,206.37
55914426,5991.33,4.1696,-0.2515,-0.291,9.7739,155.45
55914499,4951.25,4.5414,0.0901,0.1504,6.1883,91.29
55914502,4583.72,4.806,0.1026,0.1957,8.341,62.7
55914820,4726.24,4.9998,0.1493,0.0506,5.6222,74.77
55914919,5823.6,4.4577,-0.1431,-0.1878,5.2136,128.72
55914920,6065.33,4.4583,0.0289,-0.1333,6.3162,153.41
55914993,5972.86,4.2205,-0.5348,-0.4237,8.946,103.74
55915052,5333.18,4.0136,-1.4342,-1.8732,12.3695,66.19
55915055,5648.53,4.1667,0.1589,0.1346,2.1733,146.2
55915086,6328.69,4.254,0.0752,-0.0764,13.2268,157.86
55915170,4848.19,4.5794,-0.3621,-0.181,2.0253,64.9
55915353,4587.11,4.8223,-0.172,-0.1442,5.944,66.74
55915664,5887.18,4.3661,0.2749,0.1764,2.4092,103.46
55915781,4974.54,4.5595,0.1819,0.176,7.0782,88.65
55915801,5440.78,4.5168,-0.025,0.054,5.3348,95.69
55915821,4325.31,4.5971,0.1265,0.1179,1.7997,71.75
55915957,4219.0,4.84,0.0559,0.0365,2.4216,105.41
55915970,4691.85,4.6837,0.0202,0.0031,8.5025,106.83
55915996,5902.34,4.0962,-0.476,-0.4061,3.8118,171.46
55916005,5837.48,4.733,-0.0089,-0.0865,5.4517,375.44
55916023,6012.94,4.4995,-0.0033,-0.0683,3.1784,181.67
55916107,5964.67,4.5603,-0.6676,-0.4196,4.7449,115.93
55916137,6110.76,4.4598,-0.2355,-0.2231,2.1575,102.01
55916141,4150.24,4.716,0.095,0.0712,2.7709,148.98
55916214,5547.7,4.1088,0.1515,0.0973,2.2595,138.41
55916444,5955.64,4.3385,-0.0404,-0.1901,3.2387,87.15
55916483,5707.87,4.4531,0.0049,-0.1213,1.3675,88.23
55916498,6143.0,4.2538,-0.354,-0.3678,7.3548,230.74
55916526,5789.49,4.1625,-0.4996,-0.2111,3.1951,73.53
55916618,5336.16,4.5937,-0.223,0.0695,4.4744,75.22
55916652,5999.22,4.3136,0.0727,-0.0683,4.6986,128.84
55916658,6105.27,4.225,-0.0449,-0.085,6.4052,141.38
55916953,5520.23,4.8071,-0.4272,-0.05,0.2594,71.44
55917070,4079.29,4.713,-0.1058,-0.1521,5.6908,87.38
55917329,4415.93,4.6264,0.0621,0.0361,0.8939,97.56
55917668,5647.65,4.7423,-0.1789,-0.1869,14.2378,87.73
55917806,4945.63,4.6893,-0.1129,-0.133,6.2993,68.81
55918006,4976.96,4.6675,0.0111,0.0391,4.5152,110.84
55918037,6172.67,4.3694,-0.002,-0.1634,26.8968,226.5
55918140,4954.08,4.7022,-0.0745,0.0606,4.2936,100.84
55918238,4674.84,4.6638,0.0639,0.0572,4.4615,62.17
55918246,4600.68,4.706,-0.0061,0.0109,5.3592,115.57
55918437,5359.55,4.6905,0.1228,0.1504,4.375,150.94
55918504,5378.1,4.5433,-0.2583,-0.0302,3.6376,191.32
55918563,6328.67,4.4011,-0.1329,-0.2305,23.4433,197.15
55918603,5913.2,4.6978,0.0274,-0.0565,7.668,165.17
55918641,4864.6,4.6154,-0.0318,0.0248,5.7167,81.2
55918700,6030.56,4.3429,-0.204,-0.5762,13.6712,114.4
55918721,4492.27,4.8054,-0.22,-0.2046,1.1636,150.33
55918729,6951.16,4.3996,-0.3045,-0.4509,29.997,367.73
55918745,5036.34,4.3322,-0.2915,-0.2554,6.4588,97.67
55918752,5474.17,4.3191,-0.4421,-0.3666,2.1855,92.12
55918774,5949.68,4.6908,0.1206,0.0634,2.8629,136.02
55918777,5017.38,4.4163,-0.4559,-0.1047,3.3552,60.07
55918781,5769.01,4.066,-0.3911,-0.4574,8.6336,107.84
55918783,5988.73,4.5223,-0.0968,-0.1281,6.0473,192.59
55918790,6050.78,4.5635,-0.0243,-0.0976,1.2634,193.51
55918801,4895.24,4.6053,0.0226,0.0445,6.4889,197.47
55918810,5647.27,4.2243,-0.4953,-0.3241,3.5884,76.43
55918812,4232.4,4.4554,-0.2006,-0.1861,5.7406,114.44
55918815,5620.78,4.5706,-0.0069,-0.0063,3.7786,97.12
55918845,5807.59,4.3319,-0.2368,-0.273,2.3252,125.37
55918871,4094.85,4.8667,-0.2339,-0.1126,3.6214,175.94
55918892,5367.98,4.6637,-0.1895,0.1022,0.202,147.25
55918895,5001.75,4.5823,-0.3944,-0.2688,0.1034,126.76
55918900,5805.13,4.3329,-0.0998,-0.1092,2.2226,98.81
55918949,5776.63,4.641,-0.2332,-0.2712,2.0053,146.71
55918971,5835.57,4.2636,-0.0834,-0.069,1.4532,101.47
55918982,5749.62,4.3331,-0.3333,-0.2597,1.641,128.14
55918984,5457.46,4.5422,-0.4805,-0.1987,3.3201,123.77
55918988,5314.35,4.5393,-0.5424,-0.3667,6.801,115.98
55918998,4658.57,4.7141,-0.0562,-0.0987,4.4815,533.15
55919004,5299.22,4.6796,0.1893,0.1901,0.6218,117.34
55919022,5354.31,4.7187,-0.1769,-0.1347,22.7882,87.72
55919072,5845.24,4.2478,-0.1064,-0.1505,1.697,200.34
55919078,5339.25,4.6106,0.0442,0.0381,6.7126,201.17
55919087,4653.13,4.6494,-0.0639,-0.0413,0.3504,178.61
55919092,4528.76,4.7408,-0.2098,-0.112,0.4704,162.76
55919095,5635.16,4.579,0.3941,0.3135,1.5374,65.56
55919103,4305.5,4.5061,-0.0142,-0.0279,2.1529,146.22
55919156,5635.76,4.689,-0.0996,-0.0376,3.1302,113.14
55919164,5453.65,4.5816,-0.2646,-0.1601,1.0274,166.64
55919176,5742.89,4.1039,-0.5405,-0.2537,0.4013,109.22
55919189,4944.95,4.6051,-0.0663,0.037,0.5259,155.24
55919192,6198.98,4.3815,-0.6453,-0.7243,1.1453,104.23
55919206,6287.85,4.4503,-0.2696,-0.3714,29.9554,159.54
55919208,5243.7,4.579,-0.4015,-0.2237,3.934,93.76
55919237,5652.62,4.2754,-0.637,-0.5113,1.3435,166.98
55919254,5953.93,4.6817,-0.1441,-0.262,4.3217,89.37
55919256,5520.08,4.6952,0.0746,0.0989,0.2529,78.4
55919271,5864.86,4.2861,-0.2715,-0.2541,1.6083,104.77
55919272,4779.93,4.6523,-0.2354,-0.1505,0.2064,94.2
55919286,5627.36,4.4131,0.2404,0.1887,1.1261,376.55
55919308,5713.44,4.661,-0.3238,-0.178,0.8059,123.46
55919345,5727.53,4.4822,0.3404,0.3122,0.2582,90.69
55919371,4860.92,4.718,0.0922,0.1524,6.9305,67.13
55919375,5910.94,4.2828,-0.4597,-0.4001,3.6451,138.25
55919378,4783.4,4.7329,0.0792,0.0877,4.0531,120.04
55919394,5554.91,4.5011,0.2733,0.185,4.8786,76.57
55919397,5535.76,4.168,-0.4,-0.3109,4.5324,92.92
55919412,4861.36,4.3304,-0.5264,-0.1474,2.2956,98.19
55919418,5591.11,4.2394,0.0999,-0.0153,6.4522,132.68
55919427,5142.99,4.7321,-0.0094,0.0225,1.4446,101.81
55919438,5743.72,4.2034,-0.5191,-0.4418,4.5194,110.72
55919440,5144.49,4.6522,-0.0624,0.1031,3.3155,65.58
55919452,5633.16,4.751,0.0078,0.1093,5.4129,75.87
55919507,5592.65,4.4918,-0.0458,0.0169,0.1554,157.98
55919510,5675.65,4.352,-0.3639,-0.2775,0.4214,124.14
55919535,6566.55,4.4968,-0.1629,-0.3418,29.9969,533.88
55919538,5396.89,4.6162,-0.048,-0.0116,29.9973,83.54
55919553,6569.88,5.3121,-0.1504,-0.5827,21.4784,132.63
55919555,5728.58,4.4264,-0.0014,-0.0113,3.4652,76.35
